CASO,TIPOCASO,FECHACREADO,FECHAPORAPROBAR,SEDEUSUARIO,NOMBREGRUPORESOLUTOR,VENCIDO,RECHAZADO,SATISFACCION,CASO
SR3847279,SR,15-mar-24,15-mar-24,ALIMENTOS CARNICOS - CARTAGENA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4167153,SR,2-oct-24,2-oct-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4057129,SR,29-jul-24,29-jul-24,MEALS DE COLOMBIA - PASTO - MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3735839,SR,4-ene-24,10-ene-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4080581,SR,13-ago-24,13-ago-24,COMERCIAL NUTRESA - YUMBO- REGIONAL CALI,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4058932,SR,30-jul-24,30-jul-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR4029626,SR,11-jul-24,11-jul-24,MEALS DE COLOMBIA - PASTO - MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3835748,SR,7-mar-24,8-mar-24,MEALS DE COLOMBIA - BOGOTA - OFICINAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3848921,SR,15-mar-24,18-mar-24,MEALS DE COLOMBIA - BOGOTA - OFICINAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4004000,SR,26-jun-24,26-jun-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4151816,SR,24-sep-24,24-sep-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4144176,SR,19-sep-24,19-sep-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4075017,SR,9-ago-24,9-ago-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4276450,SR,18-dic-24,18-dic-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4102590,SR,27-ago-24,27-ago-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3915485,SR,29-abr-24,29-abr-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3974182,SR,7-jun-24,7-jun-24,SETAS COLOMBIANAS - MEDELLIN - OFICINA CENTRAL SETAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4131201,SR,11-sep-24,11-sep-24,NOVAVENTA - CARMEN DE VIBORAL- CENTRO DE OPERACIONES,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4139028,SR,16-sep-24,16-sep-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4113454,SR,2-sep-24,2-sep-24,ALIMENTOS CARNICOS - BOGOTA- REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3909877,SR,25-abr-24,25-abr-24,MEALS DE COLOMBIA - BOGOTA - OFICINAS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3996601,SR,21-jun-24,21-jun-24,MEALS DE COLOMBIA - MEDELLIN,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4141072,SR,17-sep-24,18-sep-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3891057,SR,15-abr-24,18-abr-24,INDUSTRIAS ALIADAS - IBAGUE - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4225328,SR,13-nov-24,13-nov-24,INDUSTRIAS ALIADAS - BOGOTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4054955,SR,29-jul-24,29-jul-24,SERVICIOS NUTRESA - CALI,PLATAFORMAS TI COMPUNET,No,No,0,1
SR4002273,SR,25-jun-24,25-jun-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,CONECTIVIDAD SENCINET,No,No,0,1
SR3994506,SR,20-jun-24,20-jun-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4033160,SR,15-jul-24,15-jul-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3968041,SR,4-jun-24,4-jun-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3881123,SR,11-abr-24,11-abr-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3884928,SR,12-abr-24,12-abr-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3914391,SR,29-abr-24,29-abr-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3932284,SR,9-may-24,9-may-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3905717,SR,23-abr-24,24-abr-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4034637,SR,16-jul-24,16-jul-24,ALIMENTOS CARNICOS - CALI,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4247236,SR,26-nov-24,26-nov-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4140782,SR,17-sep-24,17-sep-24,DISTRIBUIDORA POPS - NICARAGUA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4045011,SR,22-jul-24,22-jul-24,NOVAVENTA - ITAGUI - VENTA AL PASO,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4216515,SR,6-nov-24,6-nov-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4072531,SR,8-ago-24,8-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3734565,SR,4-ene-24,4-ene-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4143009,SR,18-sep-24,18-sep-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4061687,SR,1-ago-24,1-ago-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4255111,SR,2-dic-24,2-dic-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4261696,SR,6-dic-24,6-dic-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4202764,SR,28-oct-24,28-oct-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4062337,SR,1-ago-24,1-ago-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4020758,SR,8-jul-24,8-jul-24,ALIMENTOS CARNICOS - RIONEGRO - PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3977823,SR,12-jun-24,19-jun-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3731624,SR,2-ene-24,2-ene-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4061512,SR,1-ago-24,24-sep-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - MEDELLIN - REGIONAL,CONECTIVIDAD SENCINET,No,No,0,1
SR3881037,SR,11-abr-24,11-abr-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3821747,SR,29-feb-24,29-feb-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - BOGOTA - PLANTA CAFE,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4266053,SR,10-dic-24,10-dic-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4266059,SR,10-dic-24,10-dic-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4069839,SR,6-ago-24,6-ago-24,ALIMENTOS CARNICOS - BOGOTA- REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR4145483,SR,20-sep-24,20-sep-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3835455,SR,7-mar-24,7-mar-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3780177,SR,5-feb-24,13-feb-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3923717,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS PANAMA - CEDI,null,No,No,0,1
SR3910434,SR,25-abr-24,25-abr-24,SETAS COLOMBIANAS - YARUMAL - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3903559,SR,22-abr-24,22-abr-24,ALIMENTOS CARNICOS - CALI,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3876620,SR,8-abr-24,18-abr-24,Corral Bima,SERVICIOS IT PROVEEDORES ACO,No,No,0,1
SR3838793,SR,11-mar-24,11-mar-24,COMERCIAL NUTRESA - NEIVA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3808046,SR,22-feb-24,22-feb-24,COMERCIAL NUTRESA - IBAGUE- MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3808050,SR,22-feb-24,22-feb-24,COMERCIAL NUTRESA - IBAGUE- MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3844572,SR,13-mar-24,13-mar-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3973756,SR,7-jun-24,7-jun-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3927888,SR,7-may-24,7-may-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4158255,SR,27-sep-24,27-sep-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4016569,SR,4-jul-24,4-jul-24,COMERCIAL NUTRESA - VALLEDUPAR- REGIONAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3884804,SR,12-abr-24,12-abr-24,COMPANIA DE GALLETAS NOEL - CALI,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3942955,SR,17-may-24,17-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3929271,SR,8-may-24,8-may-24,ALIMENTOS CARNICOS - NEIVA - REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4014105,SR,3-jul-24,3-jul-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3889910,SR,15-abr-24,15-abr-24,COMERCIAL NUTRESA - IBAGUE- MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3926150,SR,6-may-24,6-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3973650,SR,7-jun-24,7-jun-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3975760,SR,11-jun-24,11-jun-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4068000,SR,5-ago-24,5-ago-24,COMERCIAL NUTRESA - NEIVA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3823764,SR,1-mar-24,1-mar-24,ALIMENTOS CARNICOS - IBAGUE- REGIONAL CARNICOS CEDI,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3948827,SR,21-may-24,21-may-24,OPPERAR COLOMBIA - SANTA MARTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4096421,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096429,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096425,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096437,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096417,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096433,SR,23-ago-24,23-ago-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4112597,SR,2-sep-24,2-sep-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4112617,SR,2-sep-24,2-sep-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3912529,SR,26-abr-24,26-abr-24,ALIMENTOS CARNICOS - AGUACHICA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211069,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211073,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211081,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211084,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211119,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - BARRANQUILLA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211111,SR,31-oct-24,31-oct-24,GRUPO NUTRESA - MEDELLIN,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211115,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4211077,SR,31-oct-24,31-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4235841,SR,18-nov-24,18-nov-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4227380,SR,14-nov-24,14-nov-24,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS - BOGOTA- OFICINA CENTRAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3922984,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923120,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922960,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922968,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922840,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3922844,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922888,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922892,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923140,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922781,SR,3-may-24,3-may-24,SETAS COLOMBIANAS - YARUMAL - PLANTA,null,No,No,0,1
SR3922805,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3923064,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922876,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923012,SR,3-may-24,3-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR3923160,SR,3-may-24,3-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,0,1
SR3922860,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922880,SR,3-may-24,3-may-24,MEALS DE COLOMBIA - BOGOTA - OFICINAS,null,No,No,0,1
SR3922884,SR,3-may-24,3-may-24,SETAS COLOMBIANAS - YARUMAL - PLANTA,null,No,No,0,1
SR3834637,SR,7-mar-24,11-mar-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3983679,SR,13-jun-24,13-jun-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,null,No,No,0,1
SR3922848,SR,3-may-24,3-may-24,INDUSTRIAS ALIADAS - BOGOTA,null,No,No,0,1
SR3993321,SR,19-jun-24,20-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,0,1
SR3922936,SR,3-may-24,3-may-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,null,No,No,0,1
SR3923124,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3922825,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3922928,SR,3-may-24,3-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3987900,SR,17-jun-24,20-jun-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,null,No,No,0,1
SR3923024,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3923080,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922821,SR,3-may-24,3-may-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,0,1
SR3922912,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3923048,SR,3-may-24,3-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,0,1
SR3922809,SR,3-may-24,3-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,0,1
SR3922972,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923116,SR,3-may-24,3-may-24,TROPICAL COFFEE COMPANY - MEDELLIN,null,No,No,0,1
SR3923168,SR,3-may-24,3-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922797,SR,3-may-24,3-may-24,INDUSTRIAS ALIADAS - BOGOTA,null,No,No,0,1
SR3922920,SR,3-may-24,3-may-24,SERVICIOS NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922793,SR,3-may-24,3-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR3922868,SR,3-may-24,3-may-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,0,1
SR3922900,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922924,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922988,SR,3-may-24,3-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,0,1
SR3827969,SR,4-mar-24,6-mar-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3923072,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923084,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3923132,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR4079577,SR,12-ago-24,15-ago-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3976276,SR,11-jun-24,13-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,0,1
SR3923100,SR,3-may-24,3-may-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,0,1
SR3923104,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922836,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922852,SR,3-may-24,3-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,null,No,No,0,1
SR3922944,SR,3-may-24,3-may-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,null,No,No,0,1
SR3922976,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922980,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3923036,SR,3-may-24,3-may-24,TROPICAL COFFEE COMPANY - MEDELLIN,null,No,No,0,1
SR3923092,SR,3-may-24,3-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR3923156,SR,3-may-24,3-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922813,SR,3-may-24,3-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR3922829,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922864,SR,3-may-24,3-may-24,INDUSTRIAS ALIADAS - BOGOTA,null,No,No,0,1
SR3923028,SR,3-may-24,3-may-24,OPPERAR COLOMBIA - MEDELLIN- OFICINAS,null,No,No,0,1
SR3969794,SR,5-jun-24,6-jun-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,null,No,No,0,1
SR3923052,SR,3-may-24,3-may-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR3922996,SR,3-may-24,3-may-24,INDUSTRIAS ALIADAS - BOGOTA,null,No,No,0,1
SR3923008,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923144,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922773,SR,3-may-24,3-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922896,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923148,SR,3-may-24,3-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,null,No,No,0,1
SR3923076,SR,3-may-24,3-may-24,TROPICAL COFFEE COMPANY - MEDELLIN,null,No,No,0,1
SR3922785,SR,3-may-24,3-may-24,BASIC KITCHEN - ITAGUI,null,No,No,0,1
SR3922832,SR,3-may-24,3-may-24,TROPICAL COFFEE COMPANY - MEDELLIN,null,No,No,0,1
SR3922904,SR,3-may-24,3-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3922916,SR,3-may-24,3-may-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - MULTICOMPANIA AGENCIA,null,No,No,0,1
SR3735798,SR,4-ene-24,5-ene-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3922856,SR,3-may-24,3-may-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,null,No,No,0,1
SR3922952,SR,3-may-24,3-may-24,NOVAVENTA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
SR3923016,SR,3-may-24,3-may-24,INDUSTRIAS ALIADAS - BOGOTA,null,No,No,0,1
SR3923108,SR,3-may-24,3-may-24,OPPERAR COLOMBIA - MEDELLIN- OFICINAS,null,No,No,0,1
SR3922964,SR,3-may-24,3-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,null,No,No,0,1
